0.052627,0.73646,-1.7618,1.5906,-0.26885,0.57215,-1.9419,0.7277,1.8699,0.2245,-1.4422,1.2229,2.1841,-17.701,-48.591,-69.921,-56.305,35.643,0.53968,2.0838,0.43996,2.4514,1.9739,2.3811,2.2209,2.4404,0.5103,1.1574,0.26545,1.1415,0.35631,0.56885,1.9544
0.001308,-0.38971,0.34226,-1.5225,0.2371,-1.7715,-0.88549,-0.67911,-0.41022,-0.33129,2.0929,1.7354,1.1854,-13.449,16.858,-21.748,34.471,46.036,1.8967,2.1669,1.9245,1.2701,1.6976,0.50497,1.5803,0.80917,2.2351,1.5175,1.7953,0.92936,1.6637,0.75446,0.65049
0.003834,-0.26935,1.6225,-2.0478,1.7206,-1.75,-1.6183,0.32719,-0.31767,0.046938,1.9119,-0.80316,2.2814,-31.821,-60.239,61.313,-16.729,-56.861,1.2176,1.9474,1.4249,0.5712,0.85363,0.27124,1.7236,1.719,2.4386,1.1131,2.1803,1.7948,0.62796,0.96173,1.2584
-0.00201,0.25684,0.16504,-1.7764,1.7234,2.1173,-1.6926,1.0773,1.7616,-0.33328,1.5739,1.229,0.70885,21.786,10.306,-42.207,-14.754,-15.809,0.55742,1.0969,2.1836,1.3088,0.45454,2.2064,1.3699,1.5289,1.9017,2.2224,0.96851,0.54651,2.2363,1.4124,1.8984
0.015778,0.96827,1.8346,0.29975,0.30814,0.064617,2.1749,-1.213,-1.5635,-2.2773,-0.059009,-2.1699,-0.78142,3.9571,57.667,54.923,-14.974,36.883,0.49177,2.4379,1.3629,1.0567,0.64672,1.2359,1.1714,2.2739,2.1995,0.6464,0.30268,1.3239,2.3249,0.33422,0.49123
0.045423,1.9732,-1.9003,1.7555,1.0693,-0.8965,-2.0261,-0.15904,-1.0178,-0.73909,-0.066928,1.4039,1.0671,-20.289,-49.643,-49.894,-72.587,-21.836,2.226,2.467,1.1961,2.1071,0.98981,0.69637,0.90659,1.5408,1.7226,2.2118,2.4375,2.0875,1.2357,2.4243,1.8835
0.020295,0.82556,2.0007,-1.7594,0.18567,0.96963,1.0979,-1.8056,1.8795,2.1324,1.4601,-1.8266,0.74351,-32.965,62.907,-65.912,-27.237,21.646,2.1815,0.77697,0.98114,1.2135,1.1971,0.94881,2.4778,1.19,1.3492,2.25,1.9443,1.7624,2.3638,1.7221,0.84989
-0.067276,0.73411,1.1801,-1.0344,-0.34126,-0.57454,-0.5403,0.018133,-1.546,0.64763,-0.97031,1.5763,-0.03921,23.303,6.2007,-34.151,69.595,-21.298,0.47106,0.8922,0.48789,0.28909,0.32577,2.4355,1.0905,0.7243,2.3312,2.4277,0.26904,0.71806,0.87897,0.87607,1.5946
-0.016086,0.8056,0.96439,-2.1499,0.66472,-1.1444,-2.0304,1.5787,-1.5383,-1.8746,0.43596,-0.62454,-2.1035,-13.363,-36.667,-65.667,39.042,-65.526,1.3531,2.0182,0.70804,1.3027,1.5061,1.9347,0.41652,2.2713,2.1893,0.64249,2.0475,0.33719,0.89827,1.2669,0.63494
-0.015369,0.10464,0.87189,-1.7577,0.63805,-1.6652,-0.016683,2.3461,2.1861,-0.67135,-1.9008,-1.2504,-2.2395,-37.448,15.757,-64.519,-17.8,-69.891,1.1349,1.0674,2.3559,1.5639,2.0238,0.3931,2.2819,0.51391,1.0162,1.4354,1.0934,0.54624,2.1686,1.1581,0.80275
-0.031368,-0.73831,-1.0225,1.6509,-0.56428,2.2009,-2.1671,0.41995,-1.0395,-2.0181,1.8186,0.03751,-1.0297,67.552,-2.3816,22.647,-64.761,-37.58,2.1107,0.89874,2.3725,2.4271,1.4148,0.4486,1.278,1.9372,2.1002,1.34,0.97852,2.1992,0.62432,0.51869,0.31875
-0.002328,2.2747,-0.9816,0.27551,-1.7862,1.4754,0.51075,-1.8215,1.6784,-0.022703,0.13617,-1.6041,-0.80714,41.506,-66.302,15.011,-2.6899,-59.262,1.103,0.29721,1.6578,1.9068,2.404,0.72015,2.3325,2.489,2.3484,1.5318,2.0298,1.5748,2.3956,0.25344,1.8947
0.001888,-2.2284,1.7861,0.30422,0.031585,-1.6431,-1.0115,1.6687,1.5862,1.6612,-0.71159,0.3445,-1.5884,-27.792,4.2039,4.6137,-8.0037,31.47,1.6336,1.2954,2.2365,1.5516,2.0043,1.4204,2.2779,0.26726,2.2726,0.74515,1.7575,2.3883,1.6746,0.83952,1.4857
-0.03035,-1.2145,-2.309,-0.066199,-0.47811,-1.006,0.95023,0.29562,1.6961,1.1553,1.2389,-1.6206,0.98361,13.225,-22.917,26.349,51.342,-41.422,0.89556,0.70456,1.2166,2.4883,1.6446,1.1013,2.4175,1.9235,2.4359,0.88045,0.90928,1.8178,2.4047,1.3712,2.2708
0.001927,-1.3437,2.2946,-0.36901,-0.45384,1.7424,1.5566,-0.89799,1.2874,-1.9516,1.7378,-0.89618,-1.3297,56.624,-64.301,39.144,-15.08,47.922,2.4112,2.3021,0.30592,1.7904,1.9291,0.97819,1.238,0.45037,1.8917,2.3826,1.1487,0.6111,1.0313,0.67374,0.75646
-0.017214,0.85333,2.1846,1.7968,-2.3483,-1.8801,-1.4653,-0.046863,-0.66431,-1.4175,1.7771,-0.14066,1.5029,48.547,73.463,50.377,-55.579,-59.674,0.70586,0.59844,2.0421,1.288,2.0315,1.41,2.4944,0.30167,2.3725,1.118,0.54266,0.57449,2.1956,1.0739,1.6345
-0.038949,-0.92241,0.85758,-1.8736,-0.98111,-0.78324,-2.2559,0.32408,-0.72731,0.00388,-0.75856,-2.1259,0.10559,-63.45,-55.419,-74.331,67.262,67.233,2.0164,0.89969,0.34289,2.2213,2.2177,1.0581,1.1133,0.94731,1.9619,2.2026,0.73746,0.74718,2.023,2.0785,0.87343
-0.009716,-1.9322,-1.2233,0.9035,1.7647,-0.33814,-0.047503,-1.9827,-1.5915,-0.7729,1.8721,-0.22598,0.21385,-41.645,-30.618,51.23,15.665,34.792,2.0536,1.1678,2.157,2.0314,1.5036,2.2299,1.5892,1.7084,1.8473,1.1233,0.38616,0.45586,1.8888,0.52746,1.5332
-0.009839,-0.32749,-0.017718,-0.90671,0.75706,0.48457,1.2365,-0.35257,-2.1389,1.9511,-0.70523,-1.1004,1.3719,-32.252,36.57,-63.571,14.717,2.1298,0.57019,1.8688,0.42418,0.51977,0.45078,2.0334,1.0731,1.6719,0.76304,0.99224,1.0808,2.2488,1.8683,1.7822,0.5646
0.01755,1.8579,1.4426,0.12312,0.55338,-1.6556,1.5196,-1.8498,-1.97,-1.2514,-0.94516,0.12378,2.2756,3.6569,-38.721,59.892,-37.488,-57.63,0.71208,1.6785,1.5246,2.296,0.3856,2.1891,1.8457,0.91195,1.6232,2.0734,1.982,1.6725,1.9528,1.2855,2.3258
0.074438,-1.3258,-1.8866,2.2942,-2.0541,-0.168,-0.92484,-2.3444,1.9139,-0.20802,0.40332,2.1601,0.081895,12.602,-6.5058,7.3766,-72.131,-12.381,0.70873,1.5458,0.98452,1.7673,0.82513,0.45522,2.3966,2.0142,1.2257,1.2039,0.92616,1.944,1.7229,1.6052,1.8068
0.021054,-1.9629,0.33926,-0.021231,1.3056,2.2636,0.528,0.61387,1.9578,2.0616,-0.57236,-1.7268,1.8245,41.248,-52.832,52.596,32.003,-19.89,2.2931,0.63827,0.83432,1.9897,1.0546,0.82461,0.68521,2.3343,0.59713,2.4801,0.90512,1.6428,0.3143,0.92944,0.82307
0.003106,0.89315,2.2119,-1.2987,-0.29029,-1.5116,-0.88923,-2.2847,1.4574,-0.37532,1.8458,1.2315,1.2677,40.368,21.188,4.8718,-19.441,-52.328,1.0071,0.53241,1.5417,1.2518,1.5548,1.5959,1.067,2.308,1.3146,1.1468,2.1611,1.0897,1.7689,0.57133,0.77604
-0.005671,-1.5708,-1.9757,2.3155,1.963,1.1173,-0.8182,-0.73545,-0.050339,2.1887,1.0597,-2.2734,-0.15657,-63.838,28.946,39.055,5.3698,-50.006,1.3879,1.7057,0.43525,2.0379,2.1668,2.4428,0.31137,1.186,1.2835,0.83754,2.0548,1.4081,0.26589,1.7761,1.6057
0.057615,1.3552,-2.2001,1.6585,0.32862,0.26059,1.9392,0.43038,-0.093475,-1.8117,2.0192,1.9638,-0.40124,-6.8348,27.375,44.603,-53.449,35.196,0.57589,0.95693,1.6506,0.53923,1.2899,1.9821,1.6809,0.73386,0.99606,2.2405,2.2115,1.9499,0.48814,2.1208,1.5375
0.007472,-1.3317,1.7673,0.75753,-1.0469,1.1445,0.4121,-1.1091,1.5255,-0.31421,1.6462,1.2985,0.75565,13.017,68.673,-55.665,-18.074,-24.818,1.7924,1.5374,2.1701,1.7585,0.64828,0.41919,2.0842,1.8193,0.90012,0.80962,0.74186,0.40773,0.67936,0.66394,0.33886
0.004567,1.9339,-2.1795,-0.73028,2.0486,1.2963,1.1761,-2.2052,0.83232,2.3404,1.0116,-0.21473,0.68837,18.073,8.4757,-48.461,21.917,-33.279,1.7729,1.8073,0.28758,1.8455,2.0889,2.1653,0.29244,2.4687,0.38796,1.4444,1.5474,0.25926,0.60047,2.302,0.88867
-0.024026,2.0067,0.021016,-0.2138,2.1441,0.53474,0.87783,-0.82535,1.5984,-1.1711,1.0234,0.39896,-0.36086,-7.0101,-68.383,-12.208,28.276,39.489,0.60878,0.26185,1.3657,1.8879,2.1449,0.71904,1.5921,0.26955,0.38086,1.3867,2.0115,2.0007,1.3154,0.44899,1.1496
-0.01663,1.9499,-2.2242,0.98199,1.5993,-0.24138,0.40852,0.074118,1.6235,1.3535,-2.344,-0.18101,2.0431,-20.198,-18.172,-23.703,19.125,-24.168,1.414,2.0124,2.4034,0.9796,2.4612,1.4519,1.8441,1.3486,1.0513,1.4614,1.9603,1.0986,2.465,1.4886,1.1401
-0.001917,-0.47397,-2.1096,0.59637,-0.10188,-1.7015,1.6023,-0.62763,-2.3074,-1.7928,-0.21039,-1.7343,-2.0065,-44.005,65.59,13.346,56.829,-73.179,0.44767,1.5721,1.8651,1.3187,1.7736,0.68163,0.69749,1.6816,1.9797,2.0099,0.84986,2.0555,1.2495,0.85022,1.3545
0.007352,0.19955,-1.4671,-1.8596,-2.2841,-1.5183,-1.2849,1.1912,1.816,-1.1822,-1.1144,2.0812,-1.9924,8.8312,-74.847,-59.371,-48.021,66.094,0.56807,2.2488,2.2446,2.4681,1.7069,0.44172,0.54764,0.92447,0.57906,0.32294,2.1872,0.48521,2.4897,0.51882,0.37362
0.001899,2.2955,-0.41318,1.8207,-1.0053,-1.7151,-0.51018,1.8632,1.7374,-2.2992,-0.41933,2.0574,-0.19627,-0.86213,60.142,-50.477,27.958,-66.326,2.1783,1.7601,0.78986,1.6804,2.2731,1.1534,0.299,2.4637,2.3479,1.325,2.4291,0.63016,1.8128,1.5492,1.9755
-0.007666,2.2048,-2.0005,-0.30834,1.2832,-1.222,-1.6461,0.26488,-1.2889,0.10759,-1.3135,1.7638,-0.94058,58.011,-16.526,45.368,41.773,72.393,2.2367,1.4781,1.8173,1.4678,1.8301,1.9908,0.4919,2.3185,0.81615,0.35459,0.82551,2.379,0.88333,2.1121,1.8442
-0.02255,2.1222,-0.97623,1.1117,-0.85492,-0.55797,-0.17462,0.97479,-1.763,1.5789,1.5751,-1.1348,-1.0245,29.146,-45.258,1.126,25.195,-5.4165,1.6096,2.4281,2.4294,2.2236,1.6814,2.4467,1.7858,2.4542,0.61611,1.9687,0.34972,2.1905,0.54225,0.28956,1.4163
0.052654,-0.41832,0.22461,0.4674,0.10884,0.92298,-0.61956,1.4047,-0.93017,-2.3526,2.3323,1.1218,-0.73613,-66.751,-27.105,-1.5215,-71.716,-73.128,2.0278,2.2491,2.4999,1.3805,1.0456,1.6811,2.1832,2.0278,1.2642,0.45583,1.3677,0.36633,2.42,1.3118,1.5656
