126.2,800,0,0.3048,71.3,0.0026634
125.2,1000,0,0.3048,71.3,0.0026634
125.95,1250,0,0.3048,71.3,0.0026634
127.59,1600,0,0.3048,71.3,0.0026634
127.46,2000,0,0.3048,71.3,0.0026634
125.57,2500,0,0.3048,71.3,0.0026634
125.2,3150,0,0.3048,71.3,0.0026634
123.06,4000,0,0.3048,71.3,0.0026634
121.3,5000,0,0.3048,71.3,0.0026634
119.54,6300,0,0.3048,71.3,0.0026634
117.15,8000,0,0.3048,71.3,0.0026634
115.39,10000,0,0.3048,71.3,0.0026634
112.24,12500,0,0.3048,71.3,0.0026634
108.72,16000,0,0.3048,71.3,0.0026634
126.42,500,0,0.3048,55.5,0.0028308
127.7,630,0,0.3048,55.5,0.0028308
128.09,800,0,0.3048,55.5,0.0028308
126.97,1000,0,0.3048,55.5,0.0028308
126.09,1250,0,0.3048,55.5,0.0028308
126.99,1600,0,0.3048,55.5,0.0028308
126.62,2000,0,0.3048,55.5,0.0028308
124.11,2500,0,0.3048,55.5,0.0028308
123.24,3150,0,0.3048,55.5,0.0028308
121.11,4000,0,0.3048,55.5,0.0028308
119.61,5000,0,0.3048,55.5,0.0028308
117.98,6300,0,0.3048,55.5,0.0028308
116.48,8000,0,0.3048,55.5,0.0028308
113.08,10000,0,0.3048,55.5,0.0028308
111.08,12500,0,0.3048,55.5,0.0028308
118.13,200,0,0.3048,39.6,0.0031014
119.32,250,0,0.3048,39.6,0.0031014
122.78,315,0,0.3048,39.6,0.0031014
124.81,400,0,0.3048,39.6,0.0031014
126.96,500,0,0.3048,39.6,0.0031014
128.63,630,0,0.3048,39.6,0.0031014
129.1,800,0,0.3048,39.6,0.0031014
127.9,1000,0,0.3048,39.6,0.0031014
125.5,1250,0,0.3048,39.6,0.0031014
124.05,1600,0,0.3048,39.6,0.0031014
123.69,2000,0,0.3048,39.6,0.0031014
121.4,2500,0,0.3048,39.6,0.0031014
120.32,3150,0,0.3048,39.6,0.0031014
119.23,4000,0,0.3048,39.6,0.0031014
117.79,5000,0,0.3048,39.6,0.0031014
116.23,6300,0,0.3048,39.6,0.0031014
114.78,8000,0,0.3048,39.6,0.0031014
112.14,10000,0,0.3048,39.6,0.0031014
109.62,12500,0,0.3048,39.6,0.0031014
117.19,200,0,0.3048,31.7,0.0033127
118.59,250,0,0.3048,31.7,0.0033127
122.77,315,0,0.3048,31.7,0.0033127
125.05,400,0,0.3048,31.7,0.0033127
127.31,500,0,0.3048,31.7,0.0033127
129.09,630,0,0.3048,31.7,0.0033127
129.24,800,0,0.3048,31.7,0.0033127
127.36,1000,0,0.3048,31.7,0.0033127
124.36,1250,0,0.3048,31.7,0.0033127
122.36,1600,0,0.3048,31.7,0.0033127
122.38,2000,0,0.3048,31.7,0.0033127
120.75,2500,0,0.3048,31.7,0.0033127
119.14,3150,0,0.3048,31.7,0.0033127
118.14,4000,0,0.3048,31.7,0.0033127
115.64,5000,0,0.3048,31.7,0.0033127
113.78,6300,0,0.3048,31.7,0.0033127
110.52,8000,0,0.3048,31.7,0.0033127
108.27,10000,0,0.3048,31.7,0.0033127
127.12,800,1.5,0.3048,71.3,0.0033673
125.99,1000,1.5,0.3048,71.3,0.0033673
125.87,1250,1.5,0.3048,71.3,0.0033673
126.63,1600,1.5,0.3048,71.3,0.0033673
126.64,2000,1.5,0.3048,71.3,0.0033673
124.51,2500,1.5,0.3048,71.3,0.0033673
123.39,3150,1.5,0.3048,71.3,0.0033673
121.76,4000,1.5,0.3048,71.3,0.0033673
119.63,5000,1.5,0.3048,71.3,0.0033673
118.12,6300,1.5,0.3048,71.3,0.0033673
115.37,8000,1.5,0.3048,71.3,0.0033673
113.49,10000,1.5,0.3048,71.3,0.0033673
109.22,12500,1.5,0.3048,71.3,0.0033673
