0.53652,-0.015119,0.36074,0.4694,1.3097,0.98802,-0.025493,0.66407,0.062763
0.30801,0.36048,-0.30139,0.62918,-1.4401,-0.74164,-1.1967,-1.0384,-0.71746
0.5189,1.5632,-1.2948,0.078987,1.4329,1.1491,-1.2921,1.563,-0.93773
0.49415,0.19948,0.90116,-1.3563,-0.080525,-0.97663,0.82989,-0.85565,0.93063
0.47022,0.65974,0.12055,-0.0087562,0.64884,0.62683,-0.64654,1.3181,-0.89917
0.28517,1.5137,-0.21721,0.48908,0.56705,1.4003,0.38172,1.496,-1.3281
0.52744,-0.42917,-0.15432,1.4916,-1.1608,1.3649,0.45988,0.78013,-0.4
1.1178,0.045435,1.2973,0.041724,0.12944,0.78914,0.86135,-1.3414,0.19888
0.57457,0.22619,0.56803,0.67388,1.4566,-0.77445,0.26581,-1.3026,-0.1357
0.79019,0.25574,-0.48647,0.53643,-1.0745,-0.52254,0.15209,0.55605,0.119
0.67939,0.52577,1.5256,-0.67359,-0.4196,-1.5565,-1.15,-0.6741,-1.1199
0.57751,-0.7541,1.5375,1.3179,0.72393,-0.36012,-1.2495,-0.96026,1.4309
0.5414,-0.89679,0.35513,1.1862,-0.28548,1.3943,1.4386,-0.66535,0.57069
0.62963,0.99348,-0.37127,0.08145,-0.90732,0.62904,0.66936,1.5618,0.30619
1.23,-0.21854,-0.73623,-0.80826,0.044664,0.77353,-0.096278,0.96804,0.26606
0.94068,-0.48305,0.98492,-0.16008,-0.16869,0.84795,-0.21919,-0.4266,1.2071
1.3044,-0.70203,0.50975,-1.3372,-1.4396,1.186,1.2357,-0.73291,-0.31971
0.61655,0.84891,0.30083,0.14616,-1.3982,0.0040778,-1.1945,0.20142,-1.3022
0.63864,-1.5359,1.29,-0.16502,-0.10377,-0.57963,-0.7599,-1.3377,0.74891
0.62526,-0.071351,-1.4939,0.59746,-0.41771,0.31498,-1.0701,-1.5634,-1.4971
0.37684,0.88374,0.027982,0.94893,1.0188,0.31125,1.2561,0.9456,-1.319
1.1351,-0.44848,-0.94751,-1.2662,0.69073,0.50204,-1.0119,-0.65953,-1.1107
0.88742,-0.90662,-0.14723,-0.2809,0.86127,-0.59439,0.76346,-1.2239,0.18785
0.46601,-0.89294,1.0385,0.79083,-1.1363,0.3425,1.2157,0.90241,-0.099826
1.3442,-0.22919,-0.96955,-0.63916,0.33314,1.0472,-0.20584,-0.77568,-0.17067
1.0074,-0.37903,0.21494,-1.2004,0.75537,0.35028,-0.72795,0.70093,-0.17441
0.81236,0.82526,-0.40683,-0.044819,0.24663,-0.26185,-1.2636,-0.47528,-0.17452
0.58447,0.084224,-1.5601,0.70829,1.2761,0.50185,-0.14609,1.0643,1.0558
0.87029,-1.3042,-1.1884,0.65572,0.20566,-0.61224,1.3376,-0.96577,0.3599
0.58426,1.5674,0.70972,0.0019562,0.78576,-1.1474,-0.89409,0.90357,1.1914
0.52122,1.2488,-0.36601,1.4625,-1.0375,-0.61254,-0.75349,-0.21497,-0.7773
1.0426,-1.1845,-0.30847,-0.080025,-1.5212,0.088575,-0.096783,-0.18619,-1.3867
0.85285,0.17493,-0.90282,-0.371,-0.76216,-0.44167,0.71062,-0.1989,-1.4222
0.15939,-0.42377,0.16775,0.59544,-1.407,0.38723,-0.96476,-0.20887,1.53
1.1956,-0.35074,1.313,-1.5411,-0.18606,-1.197,-0.89802,-1.2832,0.81488
0.69273,-1.2012,0.42859,1.4481,-1.2536,0.62056,-0.749,0.95349,1.4891
0.80981,-1.266,-0.40383,0.46766,0.63864,-0.32619,-0.061059,0.067781,0.58755
0.60346,0.71287,-1.3564,-0.36064,-1.2778,-0.23324,1.0809,-1.1992,0.84674
1.1265,-0.86754,-1.3091,-1.115,0.73341,0.70986,-1.188,1.2833,-0.25627
0.81107,-0.59283,-0.69193,0.075754,-1.1283,-1.1345,1.4035,-1.1559,-0.011683
0.66602,1.3893,0.9027,0.85387,-0.69361,1.266,1.385,0.017653,1.5667
0.16067,-1.1305,0.94579,0.20557,1.0063,-0.89253,-0.83299,1.3884,-1.2408
0.90509,0.59678,-0.56815,-0.79203,0.86363,0.40692,-1.0995,-1.1678,-0.53154
0.99087,-0.97462,-1.5262,-0.75917,0.90498,-0.060899,-0.99593,1.142,1.1382
1.1605,-0.20038,-0.53073,-1.3614,-1.5661,0.63225,-0.20886,1.1797,-0.2008
1.0504,0.022974,-1.0715,-0.88034,1.1533,1.3497,-1.0749,0.8529,-0.82607
0.73386,-0.29095,-0.66866,1.0862,-0.5401,-0.39187,-1.382,-0.43988,-0.97741
0.22133,1.5074,-0.65306,0.34818,-1.3846,-1.3973,-0.77202,-0.85184,-0.0026102
0.57695,1.0951,0.73939,-0.9397,-1.3215,-1.2588,-0.49151,-0.58664,0.11184
1.1723,1.2629,-1.212,-0.70517,1.3077,1.1745,1.5072,-1.3608,1.091
0.35995,0.56168,-0.087909,1.4565,0.10292,0.91615,1.3676,0.54392,-0.20126
0.28334,-0.26792,-0.94103,0.17476,-1.2025,0.8498,-1.5062,-0.41273,0.96302
1.3459,-0.97257,-1.1658,-0.22294,-0.15578,0.86708,0.32972,-0.19847,-0.090846
0.67823,-0.21631,-0.014287,0.97768,-1.3305,-0.83494,-0.16297,0.74454,-0.036647
0.24687,-0.66052,-1.3607,1.392,0.32525,0.63711,0.46189,0.59055,-0.1763
0.81655,1.0478,1.5028,-0.79169,0.18507,1.3858,0.067899,1.0328,-0.57215
0.74153,1.0311,-0.082003,-1.252,0.22292,-0.6589,0.77778,0.95615,0.2068
0.70528,0.41286,0.94247,0.34675,-1.3178,-0.061879,-0.10232,0.8479,1.149
0.99175,-0.7929,0.15956,0.12558,0.3966,-0.12691,-1.2906,0.41813,0.43648
0.7859,0.431,-1.1215,-0.54106,-0.8822,0.15183,-0.98402,-0.17393,0.29223
0.59385,-0.74058,-0.1383,1.2363,1.0992,0.80288,-1.077,-1.5529,1.2302
0.82835,0.0038859,0.28724,0.77328,-1.0895,0.93797,1.5066,-0.0063095,1.0374
0.5183,-0.66332,-1.0282,-0.23942,0.99451,0.013124,0.25119,0.77121,-0.89724
0.85681,1.1556,1.1694,0.44308,1.4172,0.66124,-0.46871,-0.48552,-0.24289
0.50022,0.18763,-0.30702,1.2475,-1.4147,-1.4569,1.4376,-1.3811,-1.2656
0.98412,-0.59235,1.4772,-0.2824,-0.86089,0.17999,-0.90583,1.5238,0.98944
