0.65702,-0.10211,-0.19398,-0.38533,0.25704,7.1889,15.128,0.67162,8
0.14368,0.37358,-0.4256,0.2895,0.23422,2.0286,2.8562,0.56958,5
0.2642,0.38536,0.10834,-0.048971,-0.14763,4.0732,3.6162,0.12688,6
0.003634,0.31621,-0.13432,0.080048,0.036333,0.36026,1.0697,0.80772,8
0.004023,0.007116,0.29571,0.007483,-0.45663,0.07203,0.96864,0.18845,7
0.38062,0.36613,0.36361,-0.20058,0.17657,9.9357,1.8603,0.81448,6
0.11295,-0.093119,-0.39004,0.046167,-0.44662,1.7325,4.0203,0.84286,6
0.24672,0.33952,0.48181,0.38399,-0.2969,1.4807,5.0892,0.33893,5
0.062827,0.10111,-0.045147,-0.15979,0.26476,4.4206,0.74419,0.72939,7
0,0.35014,0.083891,0.14919,-0.36277,0.027632,1.0791,0.71112,8
0.21198,-0.01942,0.45,0.31253,0.20528,9.3411,0.67017,0.63831,5
0.38646,-0.18573,-0.15187,0.21936,0.46581,7.0033,6.8661,0.7766,8
0.18967,-0.20426,0.1783,0.42003,0.49534,4.2557,3.2167,0.40616,8
0.32708,-0.38269,0.24576,-0.077422,-0.13127,4.2473,5.3318,0.63684,6
0.00652,-0.2834,0.45231,0.4842,-0.16847,1.9259,0.040204,0.39117,7
0,-0.047994,-0.22313,-0.25046,-0.38999,0.36291,0.16347,0.62397,6
0.098626,0.19781,0.21776,0.42736,-0.26021,2.4966,2.1589,0.66812,6
0.02444,-0.16729,-0.49972,0.13691,0.070242,2.4367,0.37667,0.70209,5
0.55994,0.36681,-0.34198,0.32099,-0.25917,9.1677,8.5932,0.24768,7
0.28025,0.33405,-0.47245,-0.12968,0.33888,2.1649,8.3135,0.64013,8
0.65331,0.39057,-0.060979,-0.47732,-0.073481,9.258,14.806,0.71578,8
0.065608,0.10495,0.42687,0.096682,0.019721,0.25042,3.1664,0.68126,7
0.13655,-0.14703,-0.30728,0.48049,-0.33613,3.9865,2.9954,0.74252,7
0.36901,0.41914,-0.096576,-0.49315,0.40815,0.21839,9.4244,0.47156,7
0.09443,0.30375,0.44824,0.27865,0.4885,0.07364,6.2022,0.86757,7
0.19394,-0.15824,-0.14572,-0.03349,-0.4577,3.5936,2.5,0.39407,7
0.020951,0.004029,0.41458,0.46822,0.084628,1.2919,1.1946,0.2962,7
0.22878,-0.35485,0.088915,0.24367,-0.1833,6.5907,0.87123,0.54185,6
0.020579,-0.10384,-0.060555,-0.028464,-0.48195,1.1969,0.051008,0.41422,5
0.010632,0.42827,0.24743,0.19012,-0.023102,0.54154,1.7554,0.67125,8
0.49466,-0.15529,0.1264,0.39763,-0.088331,5.5138,10.122,0.37025,7
0.26362,-0.47724,-0.47681,0.078047,0.32999,0.333,7.4249,0.78009,8
